occupancy_date,occupied_beds,occupied_rooms,location_city,sector,program_model,service_user_count,occupancy_rate_rooms,capacity_actual_room,overnight_service_type
2022-03-25,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-03-25,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-03-25,14,NA,Etobicoke,Youth,Transitional,14,NA,NA,Shelter
2022-03-25,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-03-25,31,NA,Scarborough,Youth,Transitional,31,NA,NA,Shelter
2022-03-26,NA,49,Toronto,Families,Emergency,194,100,49,Motel/Hotel Shelter
2022-03-26,NA,8,Toronto,Mixed Adult,Emergency,14,100,8,Motel/Hotel Shelter
2022-03-26,7,NA,Toronto,Mixed Adult,Emergency,7,NA,NA,Shelter
2022-03-26,NA,85,North York,Families,Emergency,250,98.84,86,Motel/Hotel Shelter
2022-03-26,NA,118,North York,Families,Emergency,390,100,118,Motel/Hotel Shelter
2022-03-26,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-03-26,NA,149,Etobicoke,Mixed Adult,Emergency,154,100,149,Motel/Hotel Shelter
2022-03-26,NA,39,Toronto,Men,Emergency,39,100,39,Motel/Hotel Shelter
2022-03-26,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-03-26,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-03-26,NA,21,Toronto,Families,Emergency,54,91.3,23,Shelter
2022-03-26,NA,63,Toronto,Families,Emergency,213,96.92,65,Shelter
2022-03-26,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-03-26,NA,80,North York,Mixed Adult,Emergency,80,96.39,83,Motel/Hotel Shelter
2022-03-26,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-03-26,NA,76,North York,Mixed Adult,Emergency,76,98.7,77,Motel/Hotel Shelter
2022-03-26,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-26,NA,70,Toronto,Mixed Adult,Emergency,134,100,70,Motel/Hotel Shelter
2022-03-26,NA,99,Scarborough,Women,Emergency,99,100,99,Motel/Hotel Shelter
2022-03-26,NA,43,Toronto,Families,Emergency,163,100,43,Shelter
2022-03-26,1,NA,Toronto,Families,Emergency,1,NA,NA,Shelter
2022-03-26,NA,25,Toronto,Families,Emergency,79,100,25,Motel/Hotel Shelter
2022-03-26,NA,20,Toronto,Families,Emergency,38,100,20,Motel/Hotel Shelter
2022-03-26,NA,19,Toronto,Families,Emergency,45,95,20,Motel/Hotel Shelter
2022-03-26,4,NA,Toronto,Men,Emergency,4,NA,NA,Shelter
2022-03-26,34,NA,Toronto,Men,Transitional,34,NA,NA,Shelter
2022-03-26,NA,67,Vaughan,Mixed Adult,Emergency,72,98.53,68,Motel/Hotel Shelter
2022-03-26,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-03-26,NA,35,Toronto,Families,Emergency,91,97.22,36,Shelter
2022-03-26,NA,1,,Mixed Adult,Emergency,1,8.33,12,Isolation/Recovery Site
2022-03-26,NA,4,,Mixed Adult,Emergency,4,6.45,62,Isolation/Recovery Site
2022-03-26,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-03-26,89,NA,Toronto,Mixed Adult,Transitional,89,NA,NA,Shelter
2022-03-26,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-03-26,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-03-26,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-03-26,81,NA,Toronto,Men,Emergency,81,NA,NA,Shelter
2022-03-26,66,NA,Toronto,Men,Emergency,66,NA,NA,Shelter
2022-03-26,19,NA,Toronto,Men,Transitional,19,NA,NA,Shelter
2022-03-26,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-03-26,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-03-26,12,NA,Toronto,Mixed Adult,Emergency,12,NA,NA,Warming Centre
2022-03-26,12,NA,Toronto,Mixed Adult,Transitional,12,NA,NA,Shelter
2022-03-26,NA,64,Toronto,Mixed Adult,Emergency,69,98.46,65,Motel/Hotel Shelter
2022-03-26,9,NA,Toronto,Women,Emergency,9,NA,NA,Shelter
2022-03-26,72,NA,Toronto,Women,Emergency,72,NA,NA,Shelter
2022-03-26,55,NA,Scarborough,Mixed Adult,Emergency,55,NA,NA,24-Hour Respite Site
2022-03-26,NA,33,Toronto,Mixed Adult,Emergency,39,100,33,Motel/Hotel Shelter
2022-03-26,20,NA,Toronto,Men,Emergency,20,NA,NA,Shelter
2022-03-26,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-03-26,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-03-26,49,NA,Toronto,Youth,Emergency,49,NA,NA,Shelter
2022-03-26,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-03-26,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-03-26,49,NA,Scarborough,Mixed Adult,Emergency,49,NA,NA,24-Hour Respite Site
2022-03-26,NA,224,Toronto,Mixed Adult,Emergency,244,97.39,230,Motel/Hotel Shelter
2022-03-26,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-03-26,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-03-26,NA,48,Toronto,Mixed Adult,Emergency,51,97.96,49,Motel/Hotel Shelter
2022-03-26,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-03-26,45,NA,Toronto,Youth,Transitional,45,NA,NA,Shelter
2022-03-26,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-26,NA,40,Toronto,Youth,Emergency,40,100,40,Motel/Hotel Shelter
2022-03-26,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-03-26,9,NA,Toronto,Mixed Adult,Transitional,9,NA,NA,Shelter
2022-03-26,36,NA,Toronto,Women,Transitional,36,NA,NA,Shelter
2022-03-26,23,NA,Toronto,Women,Transitional,23,NA,NA,Shelter
2022-03-26,43,NA,Toronto,Women,Emergency,43,NA,NA,24-Hour Women's Drop-in
2022-03-26,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-03-26,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-03-26,NA,268,North York,Mixed Adult,Emergency,278,100,268,Motel/Hotel Shelter
2022-03-26,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-03-26,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-03-26,24,NA,Toronto,Youth,Transitional,24,NA,NA,Shelter
2022-03-26,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-03-26,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-03-26,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-03-26,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-03-26,50,NA,Toronto,Women,Emergency,50,NA,NA,Shelter
2022-03-26,NA,93,Toronto,Mixed Adult,Emergency,102,100,93,Motel/Hotel Shelter
2022-03-26,56,NA,Toronto,Mixed Adult,Emergency,56,NA,NA,Shelter
2022-03-26,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-03-26,31,NA,Toronto,Women,Emergency,31,NA,NA,Shelter
2022-03-26,50,NA,Scarborough,Mixed Adult,Emergency,50,NA,NA,Shelter
2022-03-26,NA,84,Toronto,Mixed Adult,Transitional,84,100,84,Motel/Hotel Shelter
2022-03-26,NA,220,Toronto,Mixed Adult,Emergency,246,100,220,Motel/Hotel Shelter
2022-03-26,NA,276,Scarborough,Mixed Adult,Emergency,310,100,276,Motel/Hotel Shelter
2022-03-26,60,NA,North York,Mixed Adult,Emergency,60,NA,NA,Warming Centre
2022-03-26,29,NA,Toronto,Mixed Adult,Emergency,29,NA,NA,Warming Centre
2022-03-26,42,NA,Toronto,Mixed Adult,Emergency,42,NA,NA,24-Hour Respite Site
2022-03-26,49,NA,Toronto,Mixed Adult,Emergency,49,NA,NA,Shelter
2022-03-26,35,NA,Toronto,Mixed Adult,Emergency,35,NA,NA,Shelter
2022-03-26,128,NA,North York,Men,Emergency,128,NA,NA,Shelter
2022-03-26,35,NA,North York,Women,Emergency,35,NA,NA,Shelter
2022-03-26,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-03-26,NA,45,Scarborough,Youth,Emergency,45,100,45,Motel/Hotel Shelter
2022-03-26,15,NA,Toronto,Youth,Emergency,15,NA,NA,Shelter
2022-03-26,26,NA,Toronto,Mixed Adult,Emergency,26,NA,NA,24-Hour Respite Site
2022-03-26,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-03-26,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-26,6,NA,Toronto,Youth,Emergency,6,NA,NA,Shelter
2022-03-26,NA,12,Toronto,Youth,Emergency,12,85.71,14,Motel/Hotel Shelter
2022-03-26,19,NA,Toronto,Women,Emergency,19,NA,NA,24-Hour Women's Drop-in
2022-03-26,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-03-26,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-03-26,27,NA,Toronto,Women,Emergency,27,NA,NA,Shelter
2022-03-26,25,NA,Toronto,Women,Transitional,25,NA,NA,Shelter
2022-03-26,19,NA,Toronto,Mixed Adult,Emergency,19,NA,NA,24-Hour Respite Site
2022-03-26,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-03-26,NA,31,Toronto,Men,Emergency,31,100,31,Motel/Hotel Shelter
2022-03-26,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-03-26,NA,33,Toronto,Women,Emergency,46,100,33,Motel/Hotel Shelter
2022-03-26,NA,65,Toronto,Families,Transitional,218,98.48,66,Shelter
2022-03-26,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-03-26,NA,21,Toronto,Families,Transitional,61,91.3,23,Shelter
2022-03-26,52,NA,Toronto,Women,Emergency,52,NA,NA,Shelter
2022-03-26,NA,74,North York,Women,Emergency,74,100,74,Motel/Hotel Shelter
2022-03-26,54,NA,Toronto,Men,Emergency,54,NA,NA,Shelter
2022-03-26,NA,129,Scarborough,Men,Emergency,129,100,129,Motel/Hotel Shelter
2022-03-26,222,NA,Toronto,Men,Emergency,222,NA,NA,Shelter
2022-03-26,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-03-26,NA,77,North York,Men,Emergency,77,100,77,Motel/Hotel Shelter
2022-03-26,39,NA,Toronto,Men,Emergency,39,NA,NA,Shelter
2022-03-26,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-03-26,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-03-26,NA,3,Toronto,Families,Emergency,12,100,3,Shelter
2022-03-26,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-03-26,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-26,34,NA,Toronto,Mixed Adult,Emergency,34,NA,NA,24-Hour Respite Site
2022-03-26,10,NA,,Women,Emergency,10,NA,NA,Shelter
2022-03-26,NA,26,Toronto,Families,Emergency,96,100,26,Shelter
2022-03-26,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-03-26,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-03-26,22,NA,Toronto,Youth,Transitional,22,NA,NA,Shelter
2022-03-26,24,NA,Toronto,Women,Emergency,24,NA,NA,Shelter
2022-03-26,24,NA,Toronto,Youth,Emergency,24,NA,NA,Shelter
2022-03-26,18,NA,Toronto,Women,Emergency,18,NA,NA,Shelter
2022-03-26,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-03-26,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-03-26,14,NA,Etobicoke,Youth,Transitional,14,NA,NA,Shelter
2022-03-26,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-03-26,31,NA,Scarborough,Youth,Transitional,31,NA,NA,Shelter
2022-03-27,NA,49,Toronto,Families,Emergency,195,100,49,Motel/Hotel Shelter
2022-03-27,NA,8,Toronto,Mixed Adult,Emergency,14,100,8,Motel/Hotel Shelter
2022-03-27,7,NA,Toronto,Mixed Adult,Emergency,7,NA,NA,Shelter
2022-03-27,NA,87,North York,Families,Emergency,254,100,87,Motel/Hotel Shelter
2022-03-27,NA,118,North York,Families,Emergency,390,100,118,Motel/Hotel Shelter
2022-03-27,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-03-27,NA,149,Etobicoke,Mixed Adult,Emergency,154,100,149,Motel/Hotel Shelter
2022-03-27,NA,39,Toronto,Men,Emergency,39,100,39,Motel/Hotel Shelter
2022-03-27,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-03-27,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-03-27,NA,21,Toronto,Families,Emergency,54,91.3,23,Shelter
2022-03-27,NA,63,Toronto,Families,Emergency,213,96.92,65,Shelter
2022-03-27,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-03-27,NA,79,North York,Mixed Adult,Emergency,79,96.34,82,Motel/Hotel Shelter
2022-03-27,NA,13,North York,Families,Emergency,26,100,13,Motel/Hotel Shelter
2022-03-27,NA,76,North York,Mixed Adult,Emergency,76,100,76,Motel/Hotel Shelter
2022-03-27,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-27,NA,70,Toronto,Mixed Adult,Emergency,136,100,70,Motel/Hotel Shelter
2022-03-27,NA,99,Scarborough,Women,Emergency,99,99,100,Motel/Hotel Shelter
2022-03-27,NA,43,Toronto,Families,Emergency,163,100,43,Shelter
2022-03-27,NA,25,Toronto,Families,Emergency,79,100,25,Motel/Hotel Shelter
2022-03-27,NA,20,Toronto,Families,Emergency,38,100,20,Motel/Hotel Shelter
2022-03-27,NA,20,Toronto,Families,Emergency,47,100,20,Motel/Hotel Shelter
2022-03-27,5,NA,Toronto,Men,Emergency,5,NA,NA,Shelter
2022-03-27,35,NA,Toronto,Men,Transitional,35,NA,NA,Shelter
2022-03-27,NA,67,Vaughan,Mixed Adult,Emergency,72,98.53,68,Motel/Hotel Shelter
2022-03-27,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-03-27,NA,35,Toronto,Families,Emergency,91,97.22,36,Shelter
2022-03-27,NA,1,,Mixed Adult,Emergency,1,8.33,12,Isolation/Recovery Site
2022-03-27,NA,1,,Mixed Adult,Emergency,1,1.61,62,Isolation/Recovery Site
2022-03-27,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-03-27,89,NA,Toronto,Mixed Adult,Transitional,89,NA,NA,Shelter
2022-03-27,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-03-27,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-03-27,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-03-27,80,NA,Toronto,Men,Emergency,80,NA,NA,Shelter
2022-03-27,66,NA,Toronto,Men,Emergency,66,NA,NA,Shelter
2022-03-27,19,NA,Toronto,Men,Transitional,19,NA,NA,Shelter
2022-03-27,9,NA,Toronto,Men,Emergency,9,NA,NA,Shelter
2022-03-27,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-03-27,9,NA,Toronto,Mixed Adult,Emergency,9,NA,NA,Warming Centre
2022-03-27,13,NA,Toronto,Mixed Adult,Transitional,13,NA,NA,Shelter
2022-03-27,NA,63,Toronto,Mixed Adult,Emergency,68,96.92,65,Motel/Hotel Shelter
2022-03-27,9,NA,Toronto,Women,Emergency,9,NA,NA,Shelter
2022-03-27,72,NA,Toronto,Women,Emergency,72,NA,NA,Shelter
2022-03-27,55,NA,Scarborough,Mixed Adult,Emergency,55,NA,NA,24-Hour Respite Site
2022-03-27,NA,33,Toronto,Mixed Adult,Emergency,39,100,33,Motel/Hotel Shelter
2022-03-27,20,NA,Toronto,Men,Emergency,20,NA,NA,Shelter
2022-03-27,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-03-27,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-03-27,48,NA,Toronto,Youth,Emergency,48,NA,NA,Shelter
2022-03-27,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-03-27,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-03-27,49,NA,Scarborough,Mixed Adult,Emergency,49,NA,NA,24-Hour Respite Site
2022-03-27,NA,222,Toronto,Mixed Adult,Emergency,241,96.52,230,Motel/Hotel Shelter
2022-03-27,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-03-27,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-03-27,NA,48,Toronto,Mixed Adult,Emergency,51,97.96,49,Motel/Hotel Shelter
2022-03-27,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-03-27,45,NA,Toronto,Youth,Transitional,45,NA,NA,Shelter
2022-03-27,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-27,NA,40,Toronto,Youth,Emergency,40,100,40,Motel/Hotel Shelter
2022-03-27,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-03-27,9,NA,Toronto,Mixed Adult,Transitional,9,NA,NA,Shelter
2022-03-27,36,NA,Toronto,Women,Transitional,36,NA,NA,Shelter
2022-03-27,23,NA,Toronto,Women,Transitional,23,NA,NA,Shelter
2022-03-27,43,NA,Toronto,Women,Emergency,43,NA,NA,24-Hour Women's Drop-in
2022-03-27,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-03-27,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-03-27,NA,268,North York,Mixed Adult,Emergency,278,100,268,Motel/Hotel Shelter
2022-03-27,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-03-27,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-03-27,24,NA,Toronto,Youth,Transitional,24,NA,NA,Shelter
2022-03-27,23,NA,Toronto,Men,Transitional,23,NA,NA,Shelter
2022-03-27,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-03-27,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-03-27,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-03-27,50,NA,Toronto,Women,Emergency,50,NA,NA,Shelter
2022-03-27,NA,93,Toronto,Mixed Adult,Emergency,102,100,93,Motel/Hotel Shelter
2022-03-27,56,NA,Toronto,Mixed Adult,Emergency,56,NA,NA,Shelter
2022-03-27,18,NA,Toronto,Men,Emergency,18,NA,NA,Shelter
2022-03-27,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-03-27,51,NA,Scarborough,Mixed Adult,Emergency,51,NA,NA,Shelter
2022-03-27,NA,84,Toronto,Mixed Adult,Transitional,84,100,84,Motel/Hotel Shelter
2022-03-27,NA,220,Toronto,Mixed Adult,Emergency,247,100,220,Motel/Hotel Shelter
2022-03-27,NA,275,Scarborough,Mixed Adult,Emergency,309,100,275,Motel/Hotel Shelter
2022-03-27,60,NA,North York,Mixed Adult,Emergency,60,NA,NA,Warming Centre
2022-03-27,29,NA,Toronto,Mixed Adult,Emergency,29,NA,NA,Warming Centre
2022-03-27,40,NA,Toronto,Mixed Adult,Emergency,40,NA,NA,24-Hour Respite Site
2022-03-27,50,NA,Toronto,Mixed Adult,Emergency,50,NA,NA,Shelter
2022-03-27,37,NA,Toronto,Mixed Adult,Emergency,37,NA,NA,Shelter
2022-03-27,128,NA,North York,Men,Emergency,128,NA,NA,Shelter
2022-03-27,35,NA,North York,Women,Emergency,35,NA,NA,Shelter
2022-03-27,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-03-27,NA,45,Scarborough,Youth,Emergency,45,100,45,Motel/Hotel Shelter
2022-03-27,15,NA,Toronto,Youth,Emergency,15,NA,NA,Shelter
2022-03-27,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-03-27,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-03-27,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-27,6,NA,Toronto,Youth,Emergency,6,NA,NA,Shelter
2022-03-27,NA,12,Toronto,Youth,Emergency,12,85.71,14,Motel/Hotel Shelter
2022-03-27,19,NA,Toronto,Women,Emergency,19,NA,NA,24-Hour Women's Drop-in
2022-03-27,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-03-27,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-03-27,27,NA,Toronto,Women,Emergency,27,NA,NA,Shelter
2022-03-27,25,NA,Toronto,Women,Transitional,25,NA,NA,Shelter
2022-03-27,19,NA,Toronto,Mixed Adult,Emergency,19,NA,NA,24-Hour Respite Site
2022-03-27,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-03-27,NA,31,Toronto,Men,Emergency,31,100,31,Motel/Hotel Shelter
2022-03-27,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-03-27,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-03-27,NA,65,Toronto,Families,Transitional,218,98.48,66,Shelter
2022-03-27,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-03-27,NA,21,Toronto,Families,Transitional,61,91.3,23,Shelter
2022-03-27,53,NA,Toronto,Women,Emergency,53,NA,NA,Shelter
2022-03-27,NA,73,North York,Women,Emergency,73,98.65,74,Motel/Hotel Shelter
2022-03-27,54,NA,Toronto,Men,Emergency,54,NA,NA,Shelter
2022-03-27,NA,129,Scarborough,Men,Emergency,129,100,129,Motel/Hotel Shelter
2022-03-27,225,NA,Toronto,Men,Emergency,225,NA,NA,Shelter
2022-03-27,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-03-27,NA,77,North York,Men,Emergency,77,100,77,Motel/Hotel Shelter
2022-03-27,39,NA,Toronto,Men,Emergency,39,NA,NA,Shelter
2022-03-27,29,NA,Toronto,Women,Emergency,29,NA,NA,Shelter
2022-03-27,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-03-27,NA,3,Toronto,Families,Emergency,12,100,3,Shelter
2022-03-27,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-03-27,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-27,34,NA,Toronto,Mixed Adult,Emergency,34,NA,NA,24-Hour Respite Site
2022-03-27,10,NA,,Women,Emergency,10,NA,NA,Shelter
2022-03-27,NA,26,Toronto,Families,Emergency,96,100,26,Shelter
2022-03-27,19,NA,Toronto,Youth,Emergency,19,NA,NA,Shelter
2022-03-27,NA,40,Toronto,Youth,Emergency,40,95.24,42,Motel/Hotel Shelter
2022-03-27,22,NA,Toronto,Youth,Transitional,22,NA,NA,Shelter
2022-03-27,24,NA,Toronto,Women,Emergency,24,NA,NA,Shelter
2022-03-27,24,NA,Toronto,Youth,Emergency,24,NA,NA,Shelter
2022-03-27,18,NA,Toronto,Women,Emergency,18,NA,NA,Shelter
2022-03-27,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-03-27,22,NA,Etobicoke,Youth,Emergency,22,NA,NA,Shelter
2022-03-27,14,NA,Etobicoke,Youth,Transitional,14,NA,NA,Shelter
2022-03-27,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-03-27,31,NA,Scarborough,Youth,Transitional,31,NA,NA,Shelter
2022-03-28,NA,49,Toronto,Families,Emergency,195,100,49,Motel/Hotel Shelter
2022-03-28,NA,11,Toronto,Mixed Adult,Emergency,21,100,11,Motel/Hotel Shelter
2022-03-28,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-03-28,NA,87,North York,Families,Emergency,254,100,87,Motel/Hotel Shelter
2022-03-28,NA,118,North York,Families,Emergency,390,100,118,Motel/Hotel Shelter
2022-03-28,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-03-28,NA,149,Etobicoke,Mixed Adult,Emergency,154,100,149,Motel/Hotel Shelter
2022-03-28,NA,39,Toronto,Men,Emergency,39,100,39,Motel/Hotel Shelter
2022-03-28,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-03-28,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-03-28,NA,23,Toronto,Families,Emergency,60,100,23,Shelter
2022-03-28,NA,64,Toronto,Families,Emergency,218,98.46,65,Shelter
2022-03-28,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-03-28,NA,79,North York,Mixed Adult,Emergency,79,100,79,Motel/Hotel Shelter
2022-03-28,NA,13,North York,Families,Emergency,26,100,13,Motel/Hotel Shelter
2022-03-28,NA,75,North York,Mixed Adult,Emergency,75,100,75,Motel/Hotel Shelter
2022-03-28,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-28,NA,71,Toronto,Mixed Adult,Emergency,138,100,71,Motel/Hotel Shelter
2022-03-28,NA,100,Scarborough,Women,Emergency,100,100,100,Motel/Hotel Shelter
2022-03-28,NA,43,Toronto,Families,Emergency,163,100,43,Shelter
2022-03-28,NA,25,Toronto,Families,Emergency,79,100,25,Motel/Hotel Shelter
2022-03-28,NA,20,Toronto,Families,Emergency,38,100,20,Motel/Hotel Shelter
2022-03-28,NA,20,Toronto,Families,Emergency,47,100,20,Motel/Hotel Shelter
2022-03-28,5,NA,Toronto,Men,Emergency,5,NA,NA,Shelter
2022-03-28,35,NA,Toronto,Men,Transitional,35,NA,NA,Shelter
2022-03-28,NA,67,Vaughan,Mixed Adult,Emergency,72,98.53,68,Motel/Hotel Shelter
2022-03-28,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-03-28,NA,34,Toronto,Families,Emergency,90,97.14,35,Shelter
2022-03-28,NA,1,,Mixed Adult,Emergency,1,8.33,12,Isolation/Recovery Site
2022-03-28,NA,4,,Mixed Adult,Emergency,4,6.45,62,Isolation/Recovery Site
2022-03-28,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-03-28,89,NA,Toronto,Mixed Adult,Transitional,89,NA,NA,Shelter
2022-03-28,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-03-28,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-03-28,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-03-28,81,NA,Toronto,Men,Emergency,81,NA,NA,Shelter
2022-03-28,66,NA,Toronto,Men,Emergency,66,NA,NA,Shelter
2022-03-28,19,NA,Toronto,Men,Transitional,19,NA,NA,Shelter
2022-03-28,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-03-28,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-03-28,15,NA,Toronto,Mixed Adult,Emergency,15,NA,NA,Warming Centre
2022-03-28,12,NA,Toronto,Mixed Adult,Transitional,12,NA,NA,Shelter
2022-03-28,NA,62,Toronto,Mixed Adult,Emergency,67,100,62,Motel/Hotel Shelter
